"","X","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","is_learning","relative_depth","is_exploratory_replay","seed","dir","true_seed","is_necessary_exploratory_replay","first_learning_depth","depth_frac"
"3924",3924,"Learning",4,0.9931474875,1.91359367095433e+89,"Learning",263,0.08,"Low activity",TRUE,-450,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,FALSE,713,0.368863955119215
"3925",3925,"Low activity",11,0.611735843636364,1061.54090909091,"Low activity",263,0.22,"Low activity",FALSE,-450,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.368863955119215
"3926",3926,"Mixed bet hedging",1,0.91320032,6.12703627349863e+88,"Mixed bet hedging",263,0.02,"Low activity",FALSE,-450,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.368863955119215
"3927",3927,"Other",0,NA,NA,"Other",263,0,"Low activity",FALSE,-450,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.368863955119215
"3928",3928,"Bet-hedged error correction",5,0.728675846273069,2.15145123632262e+63,"Bet-hedged error correction",313,0.1,"Bet-hedged error correction",FALSE,-400,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.438990182328191
"3929",3929,"Error correction",37,0.779997772972973,2.7245132158698e+88,"Error correction",313,0.74,"Bet-hedged error correction",FALSE,-400,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.438990182328191
"3930",3930,"Learning",6,0.991424365,2.80833333333373e+63,"Learning",313,0.12,"Bet-hedged error correction",TRUE,-400,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,FALSE,713,0.438990182328191
"3931",3931,"Mixed bet hedging",2,0.898153855,1.88124252466524e+89,"Mixed bet hedging",313,0.04,"Bet-hedged error correction",FALSE,-400,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.438990182328191
"3932",3932,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",313,0,"Bet-hedged error correction",FALSE,-400,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.438990182328191
"3933",3933,"Other",0,NA,NA,"Other",313,0,"Bet-hedged error correction",FALSE,-400,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.438990182328191
"3934",3934,"Low activity",0,NA,NA,"Low activity",313,0,"Bet-hedged error correction",FALSE,-400,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.438990182328191
"3935",3935,"Bet-hedged error correction",1,0.7710120594,1.9921146711464e+28,"Bet-hedged error correction",363,0.02,"Bet-hedged error correction",FALSE,-350,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.509116409537167
"3936",3936,"Error correction",36,0.790870771944444,1.01940413224221e+88,"Error correction",363,0.72,"Bet-hedged error correction",FALSE,-350,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.509116409537167
"3937",3937,"Learning",9,0.991573425555556,9.01657486937763e+88,"Learning",363,0.18,"Bet-hedged error correction",TRUE,-350,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,FALSE,713,0.509116409537167
"3938",3938,"Mixed bet hedging",4,0.876643345,4.84957190447005e+54,"Mixed bet hedging",363,0.08,"Bet-hedged error correction",FALSE,-350,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.509116409537167
"3939",3939,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",363,0,"Bet-hedged error correction",FALSE,-350,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.509116409537167
"3940",3940,"Other",0,NA,NA,"Other",363,0,"Bet-hedged error correction",FALSE,-350,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.509116409537167
"3941",3941,"Low activity",0,NA,NA,"Low activity",363,0,"Bet-hedged error correction",FALSE,-350,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.509116409537167
"3942",3942,"Bet-hedged error correction",1,0.744463613861386,5.59125216091677e+48,"Bet-hedged error correction",413,0.02,"Bet-hedged error correction",FALSE,-300,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.579242636746143
"3943",3943,"Bet-hedged learning",1,0.839726228,1.30814655758835e+32,"Bet-hedged learning",413,0.02,"Bet-hedged error correction",FALSE,-300,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.579242636746143
"3944",3944,"Error correction",31,0.79021363483871,1.56666933153352e+80,"Error correction",413,0.62,"Bet-hedged error correction",FALSE,-300,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.579242636746143
"3945",3945,"Learning",11,0.98767691,3.95174947375136e+87,"Learning",413,0.22,"Bet-hedged error correction",TRUE,-300,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,FALSE,713,0.579242636746143
"3946",3946,"Mixed bet hedging",6,0.866629995,4.71066130417906e+88,"Mixed bet hedging",413,0.12,"Bet-hedged error correction",FALSE,-300,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.579242636746143
"3947",3947,"Other",0,NA,NA,"Other",413,0,"Bet-hedged error correction",FALSE,-300,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.579242636746143
"3948",3948,"Low activity",0,NA,NA,"Low activity",413,0,"Bet-hedged error correction",FALSE,-300,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.579242636746143
"3949",3949,"Bet-hedged error correction",6,0.745501966266667,3.50116688679404e+88,"Bet-hedged error correction",463,0.12,"Error correction",FALSE,-250,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.649368863955119
"3950",3950,"Bet-hedged learning",1,0.771157408,8.11769532275e+29,"Bet-hedged learning",463,0.02,"Error correction",FALSE,-250,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.649368863955119
"3951",3951,"Error correction",33,0.789097534242424,1.0180792688205e+89,"Error correction",463,0.66,"Error correction",FALSE,-250,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.649368863955119
"3952",3952,"Learning",6,0.990958881666667,2.61546698834549e+54,"Learning",463,0.12,"Error correction",TRUE,-250,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.649368863955119
"3953",3953,"Mixed bet hedging",4,0.8943747675,2.00870938420032e+57,"Mixed bet hedging",463,0.08,"Error correction",FALSE,-250,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.649368863955119
"3954",3954,"Other",0,NA,NA,"Other",463,0,"Error correction",FALSE,-250,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.649368863955119
"3955",3955,"Low activity",0,NA,NA,"Low activity",463,0,"Error correction",FALSE,-250,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.649368863955119
"3956",3956,"Bet-hedged error correction",8,0.7557013860375,6.1384688245219e+37,"Bet-hedged error correction",513,0.16,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.719495091164095
"3957",3957,"Bet-hedged learning",2,0.77864506325,3.30644213431683e+37,"Bet-hedged learning",513,0.04,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.719495091164095
"3958",3958,"Error correction",23,0.805483652173913,9.21838566337364e+86,"Error correction",513,0.46,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.719495091164095
"3959",3959,"Learning",14,0.991240343571429,3.14124958033255e+56,"Learning",513,0.28,"Error correction",TRUE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.719495091164095
"3960",3960,"Mixed bet hedging",3,0.869960515333333,1.61889000037693e+81,"Mixed bet hedging",513,0.06,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.719495091164095
"3961",3961,"Other",0,NA,NA,"Other",513,0,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.719495091164095
"3962",3962,"Low activity",0,NA,NA,"Low activity",513,0,"Error correction",FALSE,-200,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.719495091164095
"3963",3963,"Bet-hedged error correction",9,0.748668852933333,4.87041519513327e+65,"Bet-hedged error correction",563,0.18,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.789621318373071
"3964",3964,"Bet-hedged learning",3,0.874454303333333,2.92025733468633e+36,"Bet-hedged learning",563,0.06,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.789621318373071
"3965",3965,"Error correction",24,0.826533387083333,1.97648851285558e+77,"Error correction",563,0.48,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.789621318373071
"3966",3966,"Learning",12,0.991149975,3.57499517474448e+65,"Learning",563,0.24,"Bet-hedged error correction",TRUE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.789621318373071
"3967",3967,"Mixed bet hedging",2,0.906858965,1.50836428320559e+49,"Mixed bet hedging",563,0.04,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.789621318373071
"3968",3968,"Other",0,NA,NA,"Other",563,0,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.789621318373071
"3969",3969,"Low activity",0,NA,NA,"Low activity",563,0,"Bet-hedged error correction",FALSE,-150,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.789621318373071
"3970",3970,"Bet-hedged error correction",2,0.751008246925743,1.77477249772495e+47,"Bet-hedged error correction",613,0.04,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.859747545582048
"3971",3971,"Bet-hedged learning",3,0.870112807666667,9.9585237709835e+34,"Bet-hedged learning",613,0.06,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.859747545582048
"3972",3972,"Error correction",17,0.82515765,4.09743038765603e+74,"Error correction",613,0.34,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.859747545582048
"3973",3973,"Learning",22,0.990045535909091,1.39180704186333e+88,"Learning",613,0.44,"Bet-hedged error correction",TRUE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.859747545582048
"3974",3974,"Mixed bet hedging",6,0.8454680608,1.79755274672448e+65,"Mixed bet hedging",613,0.12,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.859747545582048
"3975",3975,"Other",0,NA,NA,"Other",613,0,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.859747545582048
"3976",3976,"Low activity",0,NA,NA,"Low activity",613,0,"Bet-hedged error correction",FALSE,-100,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.859747545582048
"3977",3977,"Bet-hedged learning",2,0.816179913,2.27843641805165e+33,"Bet-hedged learning",663,0.04,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.929873772791024
"3978",3978,"Error correction",1,0.85188615,1.66178493426669e+27,"Error correction",663,0.02,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.929873772791024
"3979",3979,"Learning",44,0.989620005909091,1.03616494584505e+71,"Learning",663,0.88,"Bet-hedged error correction",TRUE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.929873772791024
"3980",3980,"Mixed bet hedging",3,0.879176123833333,3.45858435571767e+77,"Mixed bet hedging",663,0.06,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.929873772791024
"3981",3981,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",663,0,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.929873772791024
"3982",3982,"Other",0,NA,NA,"Other",663,0,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.929873772791024
"3983",3983,"Low activity",0,NA,NA,"Low activity",663,0,"Bet-hedged error correction",FALSE,-50,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,0.929873772791024
"3984",3984,"Bet-hedged error correction",1,0.844923821782178,3.27909777550637e+63,"Bet-hedged error correction",713,0.02,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,1
"3985",3985,"Error correction",1,0.85826118,8.10132127469376e+70,"Error correction",713,0.02,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,1
"3986",3986,"Learning",48,0.989835697291667,6.79013414277919e+87,"Learning",713,0.96,"Learning",TRUE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,1
"3987",3987,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,1
"3988",3988,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,1
"3989",3989,"Other",0,NA,NA,"Other",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,1
"3990",3990,"Low activity",0,NA,NA,"Low activity",713,0,"Learning",FALSE,0,TRUE,183,"../../2023_05_26_01__seeds_2500_2999",3183,TRUE,713,1
"3991",3991,"Bet-hedged learning",1,0.99174913,3.715309705103e+43,"Bet-hedged learning",1610,0.02,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.889502762430939
"3992",3992,"Error correction",41,0.746438080243902,8.15976703521952e+31,"Error correction",1610,0.82,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.889502762430939
"3993",3993,"Learning",7,0.99067659,1.70447907256715e+51,"Learning",1610,0.14,"Error correction",TRUE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,FALSE,1810,0.889502762430939
"3994",3994,"Mixed bet hedging",1,0.91424644,1.21504713667448e+35,"Mixed bet hedging",1610,0.02,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.889502762430939
"3995",3995,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1610,0,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.889502762430939
"3996",3996,"Other",0,NA,NA,"Other",1610,0,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.889502762430939
"3997",3997,"Low activity",0,NA,NA,"Low activity",1610,0,"Error correction",FALSE,-200,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.889502762430939
"3998",3998,"Bet-hedged learning",3,0.99083271,7.12919935202134e+45,"Bet-hedged learning",1660,0.06,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.917127071823204
"3999",3999,"Error correction",41,0.748752063658537,1.65149961956376e+34,"Error correction",1660,0.82,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.917127071823204
"4000",4000,"Learning",6,0.990872483333333,2.34210986024202e+50,"Learning",1660,0.12,"Error correction",TRUE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.917127071823204
"4001",4001,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.917127071823204
"4002",4002,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.917127071823204
"4003",4003,"Other",0,NA,NA,"Other",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.917127071823204
"4004",4004,"Low activity",0,NA,NA,"Low activity",1660,0,"Error correction",FALSE,-150,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.917127071823204
"4005",4005,"Learning",50,0.9901478672,1.3605735069468e+48,"Learning",1710,1,"Error correction",TRUE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.94475138121547
"4006",4006,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.94475138121547
"4007",4007,"Error correction",0,NA,NA,"Error correction",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.94475138121547
"4008",4008,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.94475138121547
"4009",4009,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.94475138121547
"4010",4010,"Other",0,NA,NA,"Other",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.94475138121547
"4011",4011,"Low activity",0,NA,NA,"Low activity",1710,0,"Error correction",FALSE,-100,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.94475138121547
"4012",4012,"Learning",48,0.990234559583333,6.204413552154e+49,"Learning",1760,0.96,"Mixed bet hedging",TRUE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.972375690607735
"4013",4013,"Mixed bet hedging",2,0.89270588,4.43780684607248e+32,"Mixed bet hedging",1760,0.04,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.972375690607735
"4014",4014,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.972375690607735
"4015",4015,"Error correction",0,NA,NA,"Error correction",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.972375690607735
"4016",4016,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.972375690607735
"4017",4017,"Other",0,NA,NA,"Other",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.972375690607735
"4018",4018,"Low activity",0,NA,NA,"Low activity",1760,0,"Mixed bet hedging",FALSE,-50,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,0.972375690607735
"4019",4019,"Bet-hedged learning",1,0.97146137,5.26580698392648e+63,"Bet-hedged learning",1810,0.02,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,1
"4020",4020,"Learning",49,0.990584485510204,2.31252765904389e+70,"Learning",1810,0.98,"Learning",TRUE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,1
"4021",4021,"Error correction",0,NA,NA,"Error correction",1810,0,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,1
"4022",4022,"Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",1810,0,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,1
"4023",4023,"Mixed bet hedging",0,NA,NA,"Mixed bet hedging",1810,0,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,1
"4024",4024,"Other",0,NA,NA,"Other",1810,0,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,1
"4025",4025,"Low activity",0,NA,NA,"Low activity",1810,0,"Learning",FALSE,0,TRUE,206,"../../2023_05_26_01__seeds_2500_2999",3206,TRUE,1810,1
"4026",4026,"Bet-hedged error correction",1,0.82800916,3.90396835761489e+45,"Bet-hedged error correction",2815,0.02,"Mixed bet hedging",FALSE,-500,TRUE,128,"../../2023_05_26_02__seeds_3000_3499",3628,TRUE,3315,0.849170437405732
"4027",4027,"Learning",7,0.99600062,3.66510436460525e+89,"Learning",2815,0.14,"Mixed bet hedging",TRUE,-500,TRUE,128,"../../2023_05_26_02__seeds_3000_3499",3628,FALSE,3315,0.849170437405732
"4028",4028,"Mixed bet hedging",42,0.862999621547619,6.55870463542104e+87,"Mixed bet hedging",2815,0.84,"Mixed bet hedging",FALSE,-500,TRUE,128,"../../2023_05_26_02__seeds_3000_3499",3628,TRUE,3315,0.849170437405732
"4029",4029,"Bet-hedged learning",0,NA,NA,"Bet-hedged learning",2815,0,"Mixed bet hedging",FALSE,-500,TRUE,128,"../../2023_05_26_02__seeds_3000_3499",3628,TRUE,3315,0.849170437405732
