"","seed_classification","count","accuracy_mean_mean","merit_mean_mean","seed_classification_factor","depth","frac","lineage_classification","lineage_merit_mean","is_learning","relative_depth","is_exploratory_replay","seed","target_window_depth","is_target_window_start","is_target_window_end","dir","true_seed"
"8674","Error correction",27,0.752856607037037,1.52830182111965e+89,"Error correction",745,0.54,"Error correction",1.42730893877752e+43,FALSE,-193,FALSE,475,7,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8675","Learning",22,0.994004647727273,6.1843077689907e+88,"Learning",745,0.44,"Error correction",1.42730893877752e+43,TRUE,-193,FALSE,475,7,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8676","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",745,0,"Error correction",1.42730893877752e+43,FALSE,-193,FALSE,475,7,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8677","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",745,0,"Error correction",1.42730893877752e+43,FALSE,-193,FALSE,475,7,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8678","Other",0,NA,NA,"Other",745,0,"Error correction",1.42730893877752e+43,FALSE,-193,FALSE,475,7,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8679","Low activity",0,NA,NA,"Low activity",745,0,"Error correction",1.42730893877752e+43,FALSE,-193,FALSE,475,7,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8680","Error correction",28,0.752381585,1.22919015243538e+89,"Error correction",746,0.56,"Error correction",1.07047298172338e+43,FALSE,-192,FALSE,475,8,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8681","Learning",22,0.994116186818182,1.12490530813757e+89,"Learning",746,0.44,"Error correction",1.07047298172338e+43,TRUE,-192,FALSE,475,8,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8682","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",746,0,"Error correction",1.07047298172338e+43,FALSE,-192,FALSE,475,8,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8683","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",746,0,"Error correction",1.07047298172338e+43,FALSE,-192,FALSE,475,8,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8684","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",746,0,"Error correction",1.07047298172338e+43,FALSE,-192,FALSE,475,8,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8685","Other",0,NA,NA,"Other",746,0,"Error correction",1.07047298172338e+43,FALSE,-192,FALSE,475,8,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8686","Low activity",0,NA,NA,"Low activity",746,0,"Error correction",1.07047298172338e+43,FALSE,-192,FALSE,475,8,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8687","Bet-hedged error correction",1,0.75418972,1.58178474248214e+63,"Bet-hedged error correction",747,0.02,"Bet-hedged error correction",1.44950480827163e+43,FALSE,-191,FALSE,475,9,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8688","Bet-hedged learning",1,0.99046121,1.44603419664e+49,"Bet-hedged learning",747,0.02,"Bet-hedged error correction",1.44950480827163e+43,FALSE,-191,FALSE,475,9,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8689","Error correction",21,0.750033114761905,1.16426569116764e+88,"Error correction",747,0.42,"Bet-hedged error correction",1.44950480827163e+43,FALSE,-191,FALSE,475,9,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8690","Learning",27,0.994193583333333,2.10418272210912e+89,"Learning",747,0.54,"Bet-hedged error correction",1.44950480827163e+43,TRUE,-191,FALSE,475,9,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8691","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",747,0,"Bet-hedged error correction",1.44950480827163e+43,FALSE,-191,FALSE,475,9,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8692","Other",0,NA,NA,"Other",747,0,"Bet-hedged error correction",1.44950480827163e+43,FALSE,-191,FALSE,475,9,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8693","Low activity",0,NA,NA,"Low activity",747,0,"Bet-hedged error correction",1.44950480827163e+43,FALSE,-191,FALSE,475,9,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8694","Error correction",28,0.753825557857143,2.58722005787968e+89,"Error correction",748,0.56,"Error correction",2.23679598824949e+41,FALSE,-190,FALSE,475,10,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8695","Learning",22,0.994353324090909,7.48707025265647e+88,"Learning",748,0.44,"Error correction",2.23679598824949e+41,TRUE,-190,FALSE,475,10,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8696","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",748,0,"Error correction",2.23679598824949e+41,FALSE,-190,FALSE,475,10,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8697","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",748,0,"Error correction",2.23679598824949e+41,FALSE,-190,FALSE,475,10,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8698","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",748,0,"Error correction",2.23679598824949e+41,FALSE,-190,FALSE,475,10,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8699","Other",0,NA,NA,"Other",748,0,"Error correction",2.23679598824949e+41,FALSE,-190,FALSE,475,10,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8700","Low activity",0,NA,NA,"Low activity",748,0,"Error correction",2.23679598824949e+41,FALSE,-190,FALSE,475,10,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8701","Error correction",21,0.749224762857143,1.86427417376641e+89,"Error correction",749,0.42,"Error correction",9.17037157939622e+44,FALSE,-189,FALSE,475,11,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8702","Learning",29,0.994183177931035,1.13031667332361e+89,"Learning",749,0.58,"Error correction",9.17037157939622e+44,TRUE,-189,FALSE,475,11,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8703","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",749,0,"Error correction",9.17037157939622e+44,FALSE,-189,FALSE,475,11,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8704","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",749,0,"Error correction",9.17037157939622e+44,FALSE,-189,FALSE,475,11,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8705","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",749,0,"Error correction",9.17037157939622e+44,FALSE,-189,FALSE,475,11,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8706","Other",0,NA,NA,"Other",749,0,"Error correction",9.17037157939622e+44,FALSE,-189,FALSE,475,11,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8707","Low activity",0,NA,NA,"Low activity",749,0,"Error correction",9.17037157939622e+44,FALSE,-189,FALSE,475,11,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8708","Error correction",21,0.750000034761905,8.20199413020426e+88,"Error correction",750,0.42,"Error correction",5.98635629755777e+49,FALSE,-188,FALSE,475,12,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8709","Learning",28,0.992356970357143,2.80353849779529e+89,"Learning",750,0.56,"Error correction",5.98635629755777e+49,TRUE,-188,FALSE,475,12,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8710","Mixed bet hedging",1,0.94300529,2.83781202259272e+88,"Mixed bet hedging",750,0.02,"Error correction",5.98635629755777e+49,FALSE,-188,FALSE,475,12,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8711","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",750,0,"Error correction",5.98635629755777e+49,FALSE,-188,FALSE,475,12,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8712","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",750,0,"Error correction",5.98635629755777e+49,FALSE,-188,FALSE,475,12,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8713","Other",0,NA,NA,"Other",750,0,"Error correction",5.98635629755777e+49,FALSE,-188,FALSE,475,12,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8714","Low activity",0,NA,NA,"Low activity",750,0,"Error correction",5.98635629755777e+49,FALSE,-188,FALSE,475,12,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8715","Bet-hedged learning",1,0.98699253,3.85152268336109e+49,"Bet-hedged learning",751,0.02,"Error correction",4.4615143064785e+41,FALSE,-187,FALSE,475,13,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8716","Error correction",22,0.764655118636364,1.59749177904418e+89,"Error correction",751,0.44,"Error correction",4.4615143064785e+41,FALSE,-187,FALSE,475,13,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8717","Learning",25,0.9942671644,1.66656942535285e+89,"Learning",751,0.5,"Error correction",4.4615143064785e+41,TRUE,-187,FALSE,475,13,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8718","Mixed bet hedging",2,0.91636805,1.34948707488657e+65,"Mixed bet hedging",751,0.04,"Error correction",4.4615143064785e+41,FALSE,-187,FALSE,475,13,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8719","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",751,0,"Error correction",4.4615143064785e+41,FALSE,-187,FALSE,475,13,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8720","Other",0,NA,NA,"Other",751,0,"Error correction",4.4615143064785e+41,FALSE,-187,FALSE,475,13,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8721","Low activity",0,NA,NA,"Low activity",751,0,"Error correction",4.4615143064785e+41,FALSE,-187,FALSE,475,13,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8722","Bet-hedged error correction",1,0.741452455445545,1.64335788841629e+61,"Bet-hedged error correction",752,0.02,"Error correction",5.32127457255525e+41,FALSE,-186,FALSE,475,14,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8723","Error correction",19,0.752814672631579,1.04699321400035e+89,"Error correction",752,0.38,"Error correction",5.32127457255525e+41,FALSE,-186,FALSE,475,14,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8724","Learning",30,0.994430936,1.48743372820097e+89,"Learning",752,0.6,"Error correction",5.32127457255525e+41,TRUE,-186,FALSE,475,14,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8725","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",752,0,"Error correction",5.32127457255525e+41,FALSE,-186,FALSE,475,14,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8726","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",752,0,"Error correction",5.32127457255525e+41,FALSE,-186,FALSE,475,14,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8727","Other",0,NA,NA,"Other",752,0,"Error correction",5.32127457255525e+41,FALSE,-186,FALSE,475,14,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8728","Low activity",0,NA,NA,"Low activity",752,0,"Error correction",5.32127457255525e+41,FALSE,-186,FALSE,475,14,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8729","Bet-hedged learning",1,0.987446821782178,1.79630138061623e+90,"Bet-hedged learning",753,0.02,"Error correction",1.17762282426638e+44,FALSE,-185,FALSE,475,15,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8730","Error correction",21,0.765913248571429,6.30637135274482e+87,"Error correction",753,0.42,"Error correction",1.17762282426638e+44,FALSE,-185,FALSE,475,15,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8731","Learning",28,0.994863552857143,3.84862424709563e+89,"Learning",753,0.56,"Error correction",1.17762282426638e+44,TRUE,-185,FALSE,475,15,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8732","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",753,0,"Error correction",1.17762282426638e+44,FALSE,-185,FALSE,475,15,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8733","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",753,0,"Error correction",1.17762282426638e+44,FALSE,-185,FALSE,475,15,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8734","Other",0,NA,NA,"Other",753,0,"Error correction",1.17762282426638e+44,FALSE,-185,FALSE,475,15,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8735","Low activity",0,NA,NA,"Low activity",753,0,"Error correction",1.17762282426638e+44,FALSE,-185,FALSE,475,15,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8736","Bet-hedged error correction",1,0.74808015,2.42862177071979e+81,"Bet-hedged error correction",754,0.02,"Error correction",3.8376107124234e+40,FALSE,-184,FALSE,475,16,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8737","Error correction",14,0.750964927142857,2.91076761580479e+87,"Error correction",754,0.28,"Error correction",3.8376107124234e+40,FALSE,-184,FALSE,475,16,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8738","Learning",35,0.994391265428571,1.57204444045981e+89,"Learning",754,0.7,"Error correction",3.8376107124234e+40,TRUE,-184,FALSE,475,16,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8739","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",754,0,"Error correction",3.8376107124234e+40,FALSE,-184,FALSE,475,16,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8740","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",754,0,"Error correction",3.8376107124234e+40,FALSE,-184,FALSE,475,16,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8741","Other",0,NA,NA,"Other",754,0,"Error correction",3.8376107124234e+40,FALSE,-184,FALSE,475,16,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8742","Low activity",0,NA,NA,"Low activity",754,0,"Error correction",3.8376107124234e+40,FALSE,-184,FALSE,475,16,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8743","Bet-hedged error correction",1,0.73730835,7.37932046530824e+45,"Bet-hedged error correction",755,0.02,"Error correction",4.91353813277536e+41,FALSE,-183,FALSE,475,17,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8744","Bet-hedged learning",4,0.9767439525,4.21482637279952e+89,"Bet-hedged learning",755,0.08,"Error correction",4.91353813277536e+41,FALSE,-183,FALSE,475,17,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8745","Error correction",15,0.749869301333333,1.33808650495216e+89,"Error correction",755,0.3,"Error correction",4.91353813277536e+41,FALSE,-183,FALSE,475,17,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8746","Learning",29,0.992645044827586,2.52356332215944e+89,"Learning",755,0.58,"Error correction",4.91353813277536e+41,TRUE,-183,FALSE,475,17,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8747","Mixed bet hedging",1,0.90562948,1.94896004840962e+89,"Mixed bet hedging",755,0.02,"Error correction",4.91353813277536e+41,FALSE,-183,FALSE,475,17,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8748","Other",0,NA,NA,"Other",755,0,"Error correction",4.91353813277536e+41,FALSE,-183,FALSE,475,17,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8749","Low activity",0,NA,NA,"Low activity",755,0,"Error correction",4.91353813277536e+41,FALSE,-183,FALSE,475,17,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8750","Bet-hedged error correction",1,0.427297171,1.00854427822818e+90,"Bet-hedged error correction",756,0.02,"Error correction",1.16920447986189e+47,FALSE,-182,FALSE,475,18,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8751","Bet-hedged learning",2,0.962172520594059,9.17676604250504e+89,"Bet-hedged learning",756,0.04,"Error correction",1.16920447986189e+47,FALSE,-182,FALSE,475,18,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8752","Error correction",21,0.749382967142857,1.48657314327304e+88,"Error correction",756,0.42,"Error correction",1.16920447986189e+47,FALSE,-182,FALSE,475,18,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8753","Learning",26,0.994460458846154,1.53507597067202e+89,"Learning",756,0.52,"Error correction",1.16920447986189e+47,TRUE,-182,FALSE,475,18,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8754","Mixed bet hedging",0,NA,NA,"Mixed bet hedging",756,0,"Error correction",1.16920447986189e+47,FALSE,-182,FALSE,475,18,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8755","Other",0,NA,NA,"Other",756,0,"Error correction",1.16920447986189e+47,FALSE,-182,FALSE,475,18,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8756","Low activity",0,NA,NA,"Low activity",756,0,"Error correction",1.16920447986189e+47,FALSE,-182,FALSE,475,18,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8757","Bet-hedged learning",1,0.98993838,5.483532590506e+49,"Bet-hedged learning",757,0.02,"Error correction",1.78428078806623e+42,FALSE,-181,FALSE,475,19,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8758","Error correction",18,0.749161799444444,4.54008712123521e+87,"Error correction",757,0.36,"Error correction",1.78428078806623e+42,FALSE,-181,FALSE,475,19,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8759","Learning",29,0.994767945862069,1.05417756105742e+89,"Learning",757,0.58,"Error correction",1.78428078806623e+42,TRUE,-181,FALSE,475,19,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8760","Mixed bet hedging",2,0.893296785,5.04189794579267e+89,"Mixed bet hedging",757,0.04,"Error correction",1.78428078806623e+42,FALSE,-181,FALSE,475,19,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8761","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",757,0,"Error correction",1.78428078806623e+42,FALSE,-181,FALSE,475,19,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8762","Other",0,NA,NA,"Other",757,0,"Error correction",1.78428078806623e+42,FALSE,-181,FALSE,475,19,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8763","Low activity",0,NA,NA,"Low activity",757,0,"Error correction",1.78428078806623e+42,FALSE,-181,FALSE,475,19,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8764","Bet-hedged error correction",1,0.741823554455446,4.37354267846271e+69,"Bet-hedged error correction",758,0.02,"Error correction",5.89867774360979e+43,FALSE,-180,FALSE,475,20,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8765","Error correction",15,0.75762031,1.03757949510581e+77,"Error correction",758,0.3,"Error correction",5.89867774360979e+43,FALSE,-180,FALSE,475,20,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8766","Learning",32,0.9943505628125,8.38950667177448e+88,"Learning",758,0.64,"Error correction",5.89867774360979e+43,TRUE,-180,FALSE,475,20,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8767","Mixed bet hedging",2,0.907887135,5.1562731884525e+88,"Mixed bet hedging",758,0.04,"Error correction",5.89867774360979e+43,FALSE,-180,FALSE,475,20,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8768","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",758,0,"Error correction",5.89867774360979e+43,FALSE,-180,FALSE,475,20,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8769","Other",0,NA,NA,"Other",758,0,"Error correction",5.89867774360979e+43,FALSE,-180,FALSE,475,20,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8770","Low activity",0,NA,NA,"Low activity",758,0,"Error correction",5.89867774360979e+43,FALSE,-180,FALSE,475,20,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8771","Error correction",20,0.749804031,7.65572145736089e+88,"Error correction",759,0.4,"Error correction",1.18655125654607e+40,FALSE,-179,FALSE,475,21,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8772","Learning",28,0.99456955,2.39981608784776e+89,"Learning",759,0.56,"Error correction",1.18655125654607e+40,TRUE,-179,FALSE,475,21,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8773","Mixed bet hedging",2,0.947423735,2.01842230801362e+89,"Mixed bet hedging",759,0.04,"Error correction",1.18655125654607e+40,FALSE,-179,FALSE,475,21,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8774","Bet-hedged learning",0,NA,NA,"Bet-hedged learning",759,0,"Error correction",1.18655125654607e+40,FALSE,-179,FALSE,475,21,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8775","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",759,0,"Error correction",1.18655125654607e+40,FALSE,-179,FALSE,475,21,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8776","Other",0,NA,NA,"Other",759,0,"Error correction",1.18655125654607e+40,FALSE,-179,FALSE,475,21,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8777","Low activity",0,NA,NA,"Low activity",759,0,"Error correction",1.18655125654607e+40,FALSE,-179,FALSE,475,21,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8778","Bet-hedged learning",1,0.98902068,1.31320899092735e+53,"Bet-hedged learning",760,0.02,"Error correction",5.84601180929791e+46,FALSE,-178,FALSE,475,22,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8779","Error correction",20,0.753358703,1.70437135989756e+89,"Error correction",760,0.4,"Error correction",5.84601180929791e+46,FALSE,-178,FALSE,475,22,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8780","Learning",29,0.994386811034483,1.60659738562227e+89,"Learning",760,0.58,"Error correction",5.84601180929791e+46,TRUE,-178,FALSE,475,22,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
"8781","Bet-hedged error correction",0,NA,NA,"Bet-hedged error correction",760,0,"Error correction",5.84601180929791e+46,FALSE,-178,FALSE,475,22,FALSE,FALSE,"../../2023_05_24_01__seeds_1500_1999",1975
