genome,merit,merit_given,gen, seed
"[74]exBlbaHFBBbtgjrpyvsogxvxguIlsFbyhAsptekrHbELzoqxrrzzcFevcyGGmofkhABqKzvmxy",262144,17,1803, 883
"[50]GurLoHxvcCFsLnmvzvJtddGelvoKavdfmctHgHxbvfsctItGHy",32,9,2785, 884
"[88]yCdulHbxdLtszualcyAwwocHvByvGFBihGgzLLBIxGxAlCacAiFkIbeBgonLHGzIAEzoyggrHLLpvCgjydiHjlrx",32,32,1293, 885
"[17]rGHcfuxLnILcwogmD",32,9,2883, 886
"[54]tFsLaFwjLuBwgHEuIxDAeFiBAjyizhHDrAiihHrvLcocHGmqagzKxc",64,64,2988, 887
"[74]eiypxifHkajEgdcgvBAeaGzvtnuGvyBnnzIyhdjjmlztpFGnEHLoqDpllCeIsEJxBqxwlcKiDc",64,64,2918, 888
"[83]qpmhtiftDicehazHuwFLkfutEhFrkIcDAkziKatvHjLoqegfJAABcuvEzpgAvFmvofjcHepFxGuALmcAhfo",2048,2049,2733, 889
"[67]HyzdGLesxkfIAzfAymhHlLoEoDKcHDxomcLztniFguvBpFHAxpmoIzHnwoDGCJzoiJF",256,16,2981, 89
"[52]cvcLHbyLchfmncIuabmGBFAGlosuhpqLdgxcilqftcBjjkyHAKFc",64,65,3035, 890
"[63]wrsrgxDmFHaAsFmwFLDdIDgAEALzegdcphEHpGhfnagFLIGoHiDzvmJqDqwffax",32,9,2943, 891
"[112]gpHoKHvccGpjAFyevdEdeJfgEfcbLKCcaLqqwpdByLhIjAJFdnjaJyCwfAirkfJIhbzxeHdHfirCbcHlJrcbiEcwuhlHtJGAvmwBFECFdoImALcG",2.74878e+11,1.07374e+09,1219, 892
"[65]HwdqtgoinpcJfrhevxFicghfAtLgwrfiEgfoHHKEodngIqwoHGhedLqhCprsxAeEI",32,16,2867, 893
"[67]yngzwcEvsrsebEAvvzbeEGnELDgpkuedKiEDzslyveBElxKHvpgvELoHtbBjcuelAIH",64,17,2961, 894
"[85]veCrzGvhyDyhiklBCeImwjqcrfbkicoiFHruugicFKzjiiALelHhutqIqrlEdIsezxgaDbwLBocHoEGwaIzEH",32,4,2907, 895
"[77]uvdqofjIcEfyvGJDJdGaoHKxCipaeslJvjBBihwculKfoiqaJHKLdyEeICKmCkkdlHDhaLnfIGoHh",32,17,2940, 896
"[106]yhfnucGoyqgjyftsFzyomdkuugfzckjGfHepdszksJFyvhvHeAwveDoeAtjlwnrcHzAziszoFgLAIydeohoHDjoCoArhscHwKwjggcuDyB",131072,65,3003, 897
"[72]FtpgjfbGrsLuczALoHiGicyhgrzxFIyHeltrBefEiDrwdEgxEhtruxnGIAnxfxIHodEbwuEs",32,17,2992, 898
"[93]khkuBELlzdvcmmdnLoHoCnsKwBemHaArjGjpAGmjLoCBmJgBbyoDvkfGiiHLoCrhyAIcpbKCfDJlqkttLlhmmnHxlezLF",1.04858e+06,2049,2757, 899
"[80]dLusciouchnKoquHgFuGwwDJblymyeozddmubbEvIhDszxazKGKxtguLbhAbxEwijcyAxwytwoxCfaxs",32768,257,2151, 9
"[102]ntpyAsopAwaamliLcrgcezocnccIpvyfepmiaBmaLltcwkEmihjbaGwucbaFrvHIikHvbDsExcKxbAixocvEermdCBDhzwyIbbLqCe",32,5,544, 90
"[67]bxtjHmzrLiLmIabGoHyzqkHKCmuGmmdcKGLvjxKLpAefbhGILIunsetylupmaGHtkBy",64,65,3138, 900
"[52]GksDDhhmwphftDcLtBoKHcuyoEIoHcwmLFhoHoCwmKwklKKIEIvK",256,257,3269, 901
"[79]DmepbipacKiHnijIbrsvLoHGqsamzkxeItEixKzEiyKEtxdJuuqAvjCfhKcLBxisGoeuiLnJgeyaFAp",32,4,2853, 902
"[89]eHIfBeFonLFujmzolGHutpttifwGhgAhEhektAddKfbnmsEfrgwhkfcwkLkcpyicoxfBcoFinpxgfchqirkwJBLzn",1024,1025,2962, 903
"[54]mljmpLFGEsGhHGgLpnEEmgztDuvDtDjBFgfsEnrgHHbiLlLEIzxoHk",32,5,2929, 904
"[55]lcjAtgohoyHhpywgwcGCeKworKnlxpbHpBLACJCqzAqocHlLBIecmxG",32,16,2953, 905
"[59]eforGctHIbFHxLcaGoKHagEquqFKbpJDwJdFvlFuKfeubAnuqnrvhtfaubd",4096,64,2568, 906
"[83]HoecvIGGncaHoDAlngaALgnCCelnmKlnBiGtfFdJyrwzJJbFqGrxrjfafyGridvonmwtsFEDcLJtLxsAjwl",64,17,2915, 907
"[95]wdHICqqKxLEDEkEbwGvDIwxxnxDaiLHiqyyuzIyhgLgcoqwGewkpkrrGwrmKkGjDjgeELtnloHCdLoHLoqppKDBDiHmEdCo",512,513,2823, 908
"[99]bpExDxicezBvueHpuEmEvDCLFcCHJLIwLlcwagzKkDyLcrknxELtntpakesdEeIxxGoHLoCjeongEyEoKqrccGlDdnIflyqlzgf",64,64,2931, 909
"[64]suoAyzpvHAegrdejIxrGoHLqthwypAprAxsekBtLzolwAsqCBuyJrkicCqxybGsz",32,17,2962, 91
"[76]zLpeEkGAggbeeHnBnygtyfEDrbzCcgqsiGtqfElpBAJCwdnLAIawGoHhrDmJfKdeGbpjbChKHfhq",32,5,2915, 910
"[81]LvtaClkqgzFwizheqmaFdAJckmCLEsjdIjdAxiyHtbmviEgHIupfeBCjweouoIHjaepufraoHfIgeHgwG",32,4,3034, 911
"[81]aEyLvvcBoKfhFBlBAHEmfzdIkAmEDanaoHGgLGoCJAClmxKeKmuknuaLgcaLoBrFHzzLyamqwzxKhJvbD",65536,256,3114, 912
"[39]effmtrsBmcznfdLcnocHngdpxanILcoKiLHegiG",64,8,3231, 913
"[88]vsAxjsmjijwfmDAiJFspKditehKlrbcrFLaDhxpeDjHtkhdthozlvAxsDugGyevcGvzyLwcrnIqnrucvlmdLBqzf",32,16,878, 914
"[87]iAjxLvcyBsiADdHbyInffysvspnCdbHLcGocqvKvxkLGluLAEtGyzzdAhroDieasnHyzznBcLoCFknJGqKupCfF",8.38861e+06,32768,2141, 915
"[33]HuFnGilooktskFcxIHGmgaGLBocHqfkKu",64,65,3078, 916
"[70]HsgixjwGklhyicgAdLbLmcoDiIayoEBdDwDqdFHKDgxsouzylArzhppvccxgLkEdgAAumb",131072,17,2171, 917
"[90]DxojiLahzAyaoLEjAcgiHIhrxedkrlkFkHzkafvmLcFziocqfwhyFAvsEjFdGrdKhBcCppweAtdJfAremGmyzbwnzg",64,65,1256, 918
"[57]jrztupGbGiLLwrjecuAxrLoHjidEjpyIHDHAvpFdhnBnvlcpowzlBirHK",32,32,2953, 919
"[79]pAcEADqdHnrgiCfABgvEmGrvclzLctrtzInilbntkfhocHFcjBDrhanedfcywlpvgawrEpBlhAcgara",32,8,613, 92
"[96]vmxlADxHfEAIkwkFBknlwlwkcdtLoHgdEGiqcKHqBHamaFlGliFvvGKInwaFugiCbKogwdvfaqbiychwFDtaclDGmxIcGyif",64,17,2954, 920
"[59]FxyacGbHLIoHClwCzmvaFBxEcfdyapGHtdiLigIkczCabgHpIweEHhjsnBa",32,4,2995, 921
"[83]zHtcLdqeazKsEorngjHaLoqxyaJdLGvfjHDAFetkEhEbJbrLBundxdercFvnpDcLnIuBslftGbLzBxFycga",2048,257,2819, 922
"[128]nEwFmuwHhmnscqkKACxuIKivFcqmIAhtwAlckGiaFDdwqhIlgmhHpChlIzxCspoofbuwBmoaorhjjwouhGtkCgACgsyHrGiaCwFlnfEkulhfjJxtircLclGIocHyApJG",64,65,3070, 923
"[54]EAcfffkwsjBvjtmbBEBcitrDvndJneKDKhHmfztIjGlfbijLBmnHLq",64,8,2822, 924
"[39]BtwfxEpIHFILfeiAwemHjArtdELoDlcGhaGoehK",4096,64,2848, 925
"[48]iCdGFFLhuBitcocHrnqadnKoEgjpFxHarcvIbEgHgabxAbck",64,65,3045, 926
"[78]aDlsydnGwEibwnHIcbwGzLoHdCkeiaGkBjsCIqcCmuAjzjoygDCfjclweeEHgpubcsBaDCGHapHyeo",32,33,2934, 927
"[78]vrrtgryAEHGhnggaawaqfkGFFBKqjcoLFrbmkIwktwtzdFFGhnwqlhBsDpkaFEcLdaocImuEhCchcL",64,65,2969, 928
"[22]dDgfcyLsraLaGgqyHpCjIH",32,8,2946, 929
"[87]dfGehHLsohctoHblBEvaqKznwcsajsHLoCCdJyreeGhDghghjqxylKgpaqimmHoqwABgGbGACHfbCdeJmmmJaIb",512,129,2613, 93
"[81]GHsybsIimrFnEtyGfsydnvszLGdoHrmCyjkjbfIhrLnbkhkjGnuxnJuGvhGganqoxbrwaHLAisagumBoz",32,16,2990, 930
"[103]BvDyflunaDkixBEajgapptewzkEhneAELLoHoDKsnHgAFfkKAcLJpiaLloqJHsawtGLBBIoHpdvyHqCctlDFHkpFuiKkjsoFtstbvaK",4096,257,3247, 931
"[90]uLEhGarFoEiKnBcmFxmeymlFoBGDxqKEeDsvxAvxBjimxDehxqCktjAxvDzzfKbtExgvjlkJHwgkwfdfwIwsHbpIrz",2048,257,3002, 932
"[41]uGLEknxyvnDjEHoAuwLhLrghenoLwoeLoHoLcGoKs",1024,16,3206, 933
"[74]nsfGdFpAHmIAgBBcoEzAHtoGFDeijKqDdwoEnljDCkcALoqDxygKwiymJagJAcHsjwIoytmush",65536,257,2786, 934
"[88]rGHEmbbDvaInAGFzDcnFdybglHDpukfpasnsDgsApnoLcuGoKhBocHelLcrnCGdFxEAIsGhyJrDqvwddAcsrjelg",256,8,759, 935
"[91]dAwcCiasaxFAAvhmqFrCBebfgqnKoesdfafntLkuanpiFIHqKDwrJALmHiuDpfLBuxrmsLcocHILrGfxGsmHEaluuse",32,4,2869, 936
"[96]nbhGLnmycBEzdzcHBGsIdvHAyokdEdtgnGqqlhGlenGoBctFjLcoKCHblAsvCByejgHjaAJhsFCDfwaKBmiCzyKyobeurDJj",131072,256,3016, 937
"[101]DJeyAGDsntxhhbgHIpDCdEFoohDkssbbKomhFstpABGJHfcBgewHGkdryxlssfinxEpJkBLuGsrsplfknlcKoDeGDdLcpBbfoLwFF",64,17,765, 938
"[107]FvdCACAIiJcpnxEArxjgcJjwdfJccjuebockcEtFtwwenHKsDIAFJFKkaavAqhBzEtzlcAtgeeBBCadHGABtoaLbvIEnfloHDoBIzkEILwm",32,5,2982, 939
"[104]qtAjmLGzbAHLcjuncIhLccmguprjajzoLabBcjszFCxklGIJzswHBxfpfFaEEwiwEfxtcprLhIlCcxoCaDsorjcGptrriJfcpBcCclGc",32,16,450, 94
"[96]igepLtLypjzADCLoHGjIAknHqmDhHnKtImnjmukvzHJnxqbDnrgIxnlFxjuvAGrsKKcsmyupCegHhzhfnioLqmGIfwDgGqaB",32,5,2903, 940
"[53]LkzFyHGhccuDbIHEwLDCsnrKDcCpzFDdGdFopueLGoDzBcDqhdGKD",64,65,2981, 941
"[86]AlwbCjqhjucLykfpuCJglGwBiCAAHbEnDBeFujcEDGoeiuIbvaFjygKrozlkAaogLcicoIGCsCAdwCFgKGEupe",64,65,1585, 942
"[114]uwwtjwsbdzgEfttrtBhxEcABGHCcALcoIgjqzxwBgBpwqlLmAFBdoyItvocgnJvqJGtCxhcmEksnbdcnnaoLcBcIHgIqrHbIreyGcxfiburlFwJGbh",32,9,2900, 943
"[65]BjvBnLggawfFchEAcsgevtnwtoxsGwLoHFfIHlqachoEKlHzfCmiKbAgErDkoqKpG",64,65,3155, 944
"[86]tiulkfpCBmBFmcgpkkcGHBtAiFAbckLEIzlufrwzrsboBxeoztusdlgjHiytGogFCiumLckoGvftbqAhzcskLK",64,65,1159, 945
"[78]wlEiHIbgnGmExygiDfbxdAxBvHejEGLgaFoFaqfvDyJCDwFkFdjyfsatmxataIHleryqiCbhedKiuw",64,16,3093, 946
"[85]zjugHGLcoICAotHIFEdDqffFjsewfeFInEzyrcaBbCowfFLsnqigweCcjiKgLupmowjjnwxsaLqkJAiLzDtia",32,9,2923, 947
"[77]HAimaIEHxiFLldoqkGDlBxdbrpFKHFcdLocbElJbipgeBhygJpIzldprGKLoxbqBxsrefoIsbByqg",2048,256,2442, 948
"[45]vEnLfHlpLicsBExndioKjsocLczvhegFFoIGvmzhwrkda",64,17,3184, 949
"[95]pgGHLIHoqKswHcLBlotbGhpiIyEmCkjeoHbjbxjdopjCLwsHvpqpcoLrlJccCCoAjghlvpBgtyyhumtbkaAgewbizCwjllr",128,17,3048, 95
"[80]HEfBvasvpJxfzmlEwvkgLEvDCzibAgJshFpxDtBwmpwsEbIBmcrHoKlsgflexrnzzxGFBckpJbdnhcfF",256,64,3004, 950
"[54]tonFffwHBkiIuwEoHvGLFgaqfmjeinKHqxtJfDbFyqsExFEpivKcaz",64,65,3004, 951
"[88]cHfhewkcGpzvkFlmwyyvuuhLgAnbIvhLhxgBhykbGfrynhLEBfoHkqJkbrEwIujKoKCLFFbsCJCnjpmbLvAdvzye",32,5,1236, 952
"[81]HfEdBvogIdslcwuubLGoHqolBEvwJcHKwHqKGBjdIcxsmuJInhnJtqyytvKCokadpgayhBItHgFsGjaHs",32,16,2994, 953
"[107]HIfHnAGLoHdqnIlCxjLAixycqcFxFFAzGnqELcKagjhgCbvjavbqptdJgrhyAaIcsJhksxiDaDCCaauAtwyxbaACodacdwsHKupxplGFHqj",32,33,2935, 954
"[96]tBcirtgGlcDaJJhydmicFCcLzABAdmkyLnLillEcdHnyJinbrKbBsEsmEmIwzdaeBoczobybhfHnwboswALhEoDKktnuCcfG",1.34218e+08,1025,1032, 955
"[94]etmncDAbbtzvcKccsloBctcufiDymhwdgfvcCcDcwcGycbrFoaLucyFccoabGJcLydfsHFywnuLcvAfFwcncmcFpmBnIxD",32,9,200, 956
"[50]HdpdoDddtdktvGfihLlLnIEDEkmqLCytDohjuhrCayvJoLskLB",32,8,2826, 957
"[75]jgAbvGFucompKDGvrmHdzoyepjEoDAbbvLoHryGGpHqxghneerDgeslLIacwxwcuFLcHdetcnKe",64,16,2925, 958
"[74]clwGHegtclvwjdfsvIhBkbzxdaweBknHqekwpBEFLcocqKlGaHrEoizcnxGfJpbkakLboqfEsF",2048,9,1775, 959
"[104]kcbeiqDzvwBHCCLFdxLAgdDfDdqKtyLcFDpxuLziqBLdtvLoGtdKKhGclzlerBkgfmruLBwEfHlIhHzsebmLgEofoekLFsmfezABoKGy",64,65,2936, 96
"[84]mFfnbBegGymsgzoGdBcbexaatdeGHicvnjshhFoDFmLzIBocHEDCootmAcyuDjdHgwKsFLFquexnEbJasBsr",2048,256,2891, 960
"[90]gxhLuzgcdEiDevmtgLJLanipvLowoabzEpLaxuErHmLIspsGjBLcrpkbmHlzLplnICCJzbKLuoJJgrzLExrlhGkIhd",32,8,891, 961
"[105]xgGwnJBxywuLmjntHaIslLpaxrEulKJkxsnfwHhLoqILHaetpFKBHjFLotGqqHFluLvLGFDmoHinyyFrnqghbBoGpzbEurCLqwAyvpjJc",2048,129,2749, 962
"[47]nzlGofHEhdBudeloJvdbaccmEfxHchpvFfLonIqpgeKiokK",2.81475e+14,1.09951e+12,3956, 963
"[91]yDrzGdmCwwAlEDmoucnGBdLzmHvvIGesAgndqpujtkghrpsglclynGlmEsgAoHLGCpayqucCzAoCGEatmyxvnGwsEFm",32,9,3023, 964
"[85]yhlFghFBFFewiEeptEtFemkmkHLcIhzwLpAxGocHFepyEDgGJmexelCHkLAIBkLAsnCCJfslIrfLqtqLKGrhm",32,8,1045, 965
"[79]obDJthLpxcuaxgoKBdootGywggFpjhybjmorHFvrmbzravIpkaxgommLGFHuGdEovcpoLcoqLHDEoLj",1.67772e+07,64,1523, 966
"[85]yKbJkliixfsrutLAmDslzyuAomFGituAmEaHILduLAmzioLjHprezEBpCAzlLcowGhcBbqcufipnxDmKvGwgn",64,64,1182, 967
"[98]oBAGyoeiLkumcjhFtnFdtGfmEFliLDihfJJiuwFKDFuDfiCKHFCbukEsbcjzfuohxglcpqlfycLyGoBjGDgALFtiHIHgBCfukz",65536,256,2246, 968
"[67]ewwbqKtKCoAoutyojEganoaDEerozmclzacEzmhGqCivFjwvftpubbtoHkIwhLGoHLo",32,5,2870, 969
"[92]yzkiFdFFHucbAcfvrIjopLrknFHnczaastrGLkcldheFrrerEroFfqHFJFBqCvbfiiwFtuBkxbidDgaBCAzEBlLmhvKF",16384,65,810, 97
"[80]hxExafobrLoErAeohDChhFnKyrhfpaLxucrDLHLbiLlnJdibqmttvpioGDudhKcEcIyoHrdGIitBhrHa",524288,4096,2209, 970
"[56]LFmzvovjlLddefrHmalxxokfGIndcoxwgHLoCGoDGoDlKckmewrwaulE",1024,64,2953, 971
"[54]lmEpvbohGhunLbDohiAHuLIuGnfEhseoHDIHLKfzhGgawhewgzrmin",64,65,3025, 972
"[86]wEHuGyIncusGqLcoKHhiCLJzvsnvFFmdyqqywgsnLratbFGenjvFDdfeLjuqmbovmAIgagLlAFloxyxGrcKgBE",64,17,2874, 973
"[108]aABcgcvaHlvxhloGtltvLIdhfGuoHlFrffiqfHKqGhnlefgJziFmLBCibfwBnwmfAinJcvJLKCHCzmfICjpKonqKKApiuvGADIjJJyyhkBkI",64,64,3090, 974
"[56]wHkzllebguddlxFkoheprnEIcLGcHbBceiLIHoHqpgKvLcvoxnzsKtem",64,65,3041, 975
"[76]bLGGjBeupKsAknxAkaGxhLcvsvElvFrHwmdvGBdIxGiHIblHglmfmfLoDKHsGhoHLoCGGBbJqglH",65536,128,2386, 976
"[64]moljnlEbAtmwoFnGFjehfmLEAgoHoDgKdcnfHHJHHGluGqmzjKGJjILHfiqgJzot",256,9,3063, 977
"[51]xxGjEDfsgEbxLnEhsckehemrfxHxwcLDelzvhvyKDlvHeuvGIoH",64,65,3132, 978
"[61]FdcdduyepDgrAddHoxIEyznDHuKFDjEhEDpofrIkGytzhtGibHGcwyLcspKoI",64,64,2809, 979
"[26]ljjpdmsHLcIhGbyLqvlvudEBHG",32,4,2963, 98
"[21]tocHiEAnGgpHmIeHahLLc",32,5,3024, 980
"[51]hcbbeGaoakgadtHLoDAeLvfqfKoeHGdmnjjEfmwlFrbhGzlIEoL",64,65,2700, 981
"[44]cEhLsBoKHLdbdnHtGqyzuwpxkAiIfalkopgLmHxdnswc",64,17,2966, 982
"[48]BacgcGqcunmavfLpzrHupAEnnfLFbsGzlwdIblsajHLBoKta",64,64,3059, 983
"[74]kmHLvfChfaICxbbvxGyDGxoxJBtyswBHsathcdfLdkmcdoEsyboEoigrqIgolpaDfALIzoHGun",32,5,2930, 984
"[57]HnFzFekjaEvleItmwdFFxjeHnhpBKLAoJEnmozgaoDeogHgxobGLEqfJm",512,17,2967, 985
"[75]vcLFyvcLjAspAiAHwuamaLcIjLHzoxoKGLqycHCDKxrIDuhehphnIDJJotaCFHzwHBCJILokxDL",64,65,3078, 986
"[65]EEedBglEHFLvcCJeALnChmiDEbyBmEwsbxChaCKyGxHEgmCBqvEhJGpzIcvzGaboH",32,16,2872, 987
"[58]cLsfLrHcGELLwFIhnvFofopqHrlciaFDsghdldCnjDxzwrHhLsoJgKbbmv",256,65,3108, 988
"[75]HwBEoLDhFbfdeLdtBAnwzfrEnfDplKpxDlpFeizArtovgvhFBogdahIorGogokbnubhvgaodHfv",64,16,3036, 989
"[87]vcyBazrCinrnmsbCCpCAmdbnuGByxfruFAhwxvilItxBtaAvvsqqesbvmackvicGEgqtlFbtjfHdIAHuoKLBqHI",64,64,2976, 99
"[88]uvwfmvaGrisDEmdhAlnreEDvLfGFsslHJgBhrcJLBbhxAFbehHihgbBkxfIdHtuhcjLEeGLlpHehomgoDzBcmKFD",256,256,1219, 990
"[34]phFnLtoHnjbgGumrEvmgEghFwwyaixzIHG",32,5,2957, 991
"[95]wlsHpgiuFItGdnyLyzDFwiaxafduFnBcFuazdsGLoHqIKcKyeltcGkjzwDJusKzvytorrCvtaEzGAtlyFccfroFCeaLJJEE",32,8,2897, 992
"[88]visjebdCcDhwAxyaaAwBtmHEDwnpDsoKuxsdlmzhKcyhryBLdGiLIloHCDKhxzJgxpxyisKhlEpsmEygnthvbHaE",32,4,2910, 993
"[100]skfLsDrHBcsmediolnrEtczhLBFncIfchgnhfccosGdoLCwcpbjwHEDkkrCHFBAvmaKKdmbzBuBspHizAzbClczcDtjdhFaBGtch",32,16,448, 994
"[84]EwvxlvcrGvfHqwakFKrqjnDDssELIgDvbjesHJpAcwmbBrColtGgBofyDnqbwLqrofaevLcFIocHemmGGrhh",64,64,2923, 995
"[73]kmtnsiALvpLrxGrgqhHjFzrcIHCjBtnBnCtcHCGeisKLbIvxiujBwersooLooeHJkniAgvlql",32,8,2880, 996
"[75]BpnmEAkprtBGalfsnfywEEoDksjvzEfgcjDuxvCfFseKglbthdHLGnIuxemHzFhfsFLDxBodunJ",16384,8193,2149, 997
"[58]qGiaDhegykyxEgDsBgblDnboixudktLcmocHrEczIbHquEnyKcHcLoEJio",2048,128,2728, 998
"[84]bveLeGnkCpeydHnCyHpAcfnIlBjyAhmgsBzjlfHpgrEkmtjrCpuLlxhrnBbHIBafoeHrcjvtroLnIpIfkkjH",32,5,2952, 999
